OLDURL,NEWURL,TYPE,ID,COMMENT,MAIN,
/e886e.html,/hombre/barba/barberos/barbero_digital_control_recargable-E886E.html,Product-Show,E886E,,babylissmen,
/barba/e886e.html,/hombre/barba/barberos/barbero_digital_control_recargable-E886E.html,Product-Show,E886E,,babylissmen,
/pelo/pro-83.html,/hombre/pelo/cortapelos/cortapelos_pro_45_con_y_sin_cable-E933E.html,Product-Show,E933E,,babylissmen,
/pro-83.html,/hombre/pelo/cortapelos/cortapelos_pro_45_con_y_sin_cable-E933E.html,Product-Show,E933E,,babylissmen,
/pro-86.html,/hombre/pelo/cortapelos/cortapelos_pro_45_turbo-E934E.html,Product-Show,E934E,,babylissmen,
/pelo/pro-86.html,/hombre/pelo/cortapelos/cortapelos_pro_45_turbo-E934E.html,Product-Show,E934E,,babylissmen,
/pelo/pro-87.html,/hombre/pelo/cortapelos/pro_45_perfilador-E935E.html,Product-Show,E935E,,babylissmen,
/pelo/pro-85.html,/hombre/pelo/cortapelos/pro_45_perfilador-E935E.html,Product-Show,E935E,,babylissmen,
/pro-87.html,/hombre/pelo/cortapelos/pro_45_perfilador-E935E.html,Product-Show,E935E,,babylissmen,
/pelo/cortapelos-pro-45-led.html,/hombre/pelo/cortapelos/cortapelos_pro_45-E956E.html,Product-Show,E956E,,babylissmen,
/pelo/pro-45.html,/hombre/pelo/cortapelos/cortapelos_pro_45-E956E.html,Product-Show,E956E,,babylissmen,
/pelo/ipro-45-intensive.html,/hombre/pelo/cortapelos/ipro_45_intensive-E965IE.html,Product-Show,E965IE,,babylissmen,
/ipro-45-intensive.html,/hombre/pelo/cortapelos/ipro_45_intensive-E965IE.html,Product-Show,E965IE,,babylissmen,
/cortapelos-pro-41.html,/hombre/pelo/cortapelos/cortapelos_pro_41-E970E.html,Product-Show,E970E,,babylissmen,
/pelo/cortapelos-pro-41.html,/hombre/pelo/cortapelos/cortapelos_pro_41-E970E.html,Product-Show,E970E,,babylissmen,
/cortapelos-pro-41-titanio.html,/hombre/pelo/cortapelos/cortapelos_pro_41_titanio-E971E.html,Product-Show,E971E,,babylissmen,
/pelo/cortapelos-pro-41-titanio.html,/hombre/pelo/cortapelos/cortapelos_pro_41_titanio-E971E.html,Product-Show,E971E,,babylissmen,
/776501,/mujer/cuidado_del_cabello/formatos_mini/mini_plancha_de_viaje-H100E.html,Product-Show,H100E,,es,
/mini-plancha,/mujer/cuidado_del_cabello/formatos_mini/mini_plancha_de_viaje-H100E.html,Product-Show,H100E,,es,
/mini-plancha-rizadora,/mujer/cuidado_del_cabello/formatos_mini/mini_plancha_rizadora_de_viaje-H110E.html,Product-Show,H110E,,es,
/cabello/mini/mini-ondulador,/mujer/cuidado_del_cabello/formatos_mini/mini_ondulador_de_viaje-H120E.html,Product-Show,H120E,,es,
/mini-ondulador,/mujer/cuidado_del_cabello/formatos_mini/mini_ondulador_de_viaje-H120E.html,Product-Show,H120E,,es,
/mini-rizador,/mujer/cuidado_del_cabello/formatos_mini/mini_ondulador_de_viaje-H120E.html,Product-Show,H120E,,es,
/cabello/secadores-profesional/pro-digital,/mujer/cuidado_del_cabello/secadores/pro_digital-HERO6000E.html,Product-Show,HERO6000E,,es,
/pro-digital,/mujer/cuidado_del_cabello/secadores/pro_digital-HERO6000E.html,Product-Show,HERO6000E,,es,
/pro-digital-compact,/mujer/cuidado_del_cabello/secadores/pro_digital-HERO6000E.html,Product-Show,HERO6000E,,es,
/curl-secret-2,/mujer/cuidado_del_cabello/rizadores_curl_secret/curl_secret_2-HEROC1300E.html,Product-Show,HEROC1300E,,es,
/beard-designer/index.html,/hombre/barba/barberos/le_beard_designer-HERODESIGNER,Product-Show,HERODESIGNER,,babylissmen,
/barba/le-beard-designer.html,/hombre/barba/barberos/le_beard_designer-HERODESIGNER.html,Product-Show,HERODESIGNER,,babylissmen,
/barba/cuchillas-de-recambio-le-beard-designer.html,/hombre/barba/barberos/le_beard_designer-HERODESIGNER.html,Product-Show,HERODESIGNER,,babylissmen,
/le-beard-designer.html,/hombre/barba/barberos/le_beard_designer-HERODESIGNER.html,Product-Show,HERODESIGNER,,babylissmen,
/cuchillas-de-recambio-le-beard-designer.html,/hombre/barba/barberos/le_beard_designer-HERODESIGNER.html,Product-Show,HERODESIGNER,,babylissmen,
/perfect-liss,/mujer/depilación/depilación_de_arranque/perfect’liss™-HEROG80.html,Product-Show,HEROG80,,es,
/perfect-liss-duo,/mujer/depilación/depilación_de_arranque/perfect’liss™_duo-HEROG82.html,Product-Show,HEROG82,,es,
/depilacion-luz-pulsada/homelight-compact,/mujer/depilación/depilación_con_luz_pulsada/homelight®_compact-HEROG93.html,Product-Show,HEROG93,,es,
/pedi-secret,/mujer/belleza/manicura_y_pedicura/pedi’secret™-HEROH700E.html,Product-Show,HEROH700E,,es,
/pedicare-secret,/mujer/belleza/manicura_y_pedicura/pedi’secret™-HEROH700E.html,Product-Show,HEROH700E,,es,
/cabello/moldeador-pelo/cepillo-de-aire-alisador-seca-alisa,/mujer/cuidado_del_cabello/cepillos_alisadores/liss_brush_3d-HEROHSB100E.html,Product-Show,HEROHSB100E,,es,
/cepillo-de-aire-alisador-seca-alisa,/mujer/cuidado_del_cabello/cepillos_alisadores/liss_brush_3d-HEROHSB100E.html,Product-Show,HEROHSB100E,,es,
/liss-brush-3d,/mujer/cuidado_del_cabello/cepillos_alisadores/liss_brush_3d-HEROHSB100E.html,Product-Show,HEROHSB100E,,es,
/liss-brush-3d-negro,/mujer/cuidado_del_cabello/cepillos_alisadores/liss_brush_3d-HEROHSB100E.html,Product-Show,HEROHSB100E,,es,
/steam_pure/index.html,/mujer/cuidado_del_cabello/planchas_de_pelo/steam_pure-HEROST495E.html,Product-Show,HEROST495E,,es,
/steam-pure-tratamiento-spa,/mujer/cuidado_del_cabello/planchas_de_pelo/steam_pure-HEROST495E.html,Product-Show,HEROST495E,,es,
/cabello/moldeador-pelo/ms21e,/mujer/cuidado_del_cabello/multistylers_y_rulos/style_mix-MS21E.html,Product-Show,MS21E,,es,
/cabello/moldeador-pelo/ms21e-612,/mujer/cuidado_del_cabello/multistylers_y_rulos/style_mix-MS21E.html,Product-Show,MS21E,,es,
/ms21e-612,/mujer/cuidado_del_cabello/multistylers_y_rulos/style_mix-MS21E.html,Product-Show,MS21E,,es,
/pro-45.html,/hombre/pelo/cortapelos/cortapelos_pro_45mm-pro45intense.html,Product-Show,pro45intense,,babylissmen,
/cortapelos-pro-45-led.html,/hombre/pelo/cortapelos/cortapelos_pro_45mm-pro45intense.html,Product-Show,pro45intense,,babylissmen,
/pelo/cotapelos-pro-e980e.html,/hombre/pelo/cortapelos/cortapelos_pro_45mm-pro45intense.html,Product-Show,pro45intense,,babylissmen,
/cotapelos-pro-e980e.html,/hombre/pelo/cortapelos/cortapelos_pro_45mm-pro45intense.html,Product-Show,pro45intense,,babylissmen,
/cabello/rulos-termicos/rs100e,/mujer/cuidado_del_cabello/multistylers_y_rulos/clip_%26_curl-RS100E.html,Product-Show,RS100E,,es,
/C2000E/index.html,/mujer/cuidado_del_cabello/rizadores_curl_secret/smooth_and_wave-smooth_wave.html,Product-Show,smooth_wave,,es,
/moldeador-smooth-wave-c2000e/index.html,/mujer/cuidado_del_cabello/rizadores_curl_secret/smooth_and_wave-smooth_wave.html,Product-Show,smooth_wave,,es,
/cabello/planchas-pelo/st292e,/mujer/cuidado_del_cabello/planchas_de_pelo/i_pro_230_steam-ST292E.html,Product-Show,ST292E,,es,
/st292e,/mujer/cuidado_del_cabello/planchas_de_pelo/i_pro_230_steam-ST292E.html,Product-Show,ST292E,,es,
/st325e,/mujer/cuidado_del_cabello/planchas_de_pelo/ultra_slim_22_protect-ST325E.html,Product-Show,ST325E,,es,
/cabello/planchas-pelo/st326e,/mujer/cuidado_del_cabello/planchas_de_pelo/slim_28_protect-ST326E.html,Product-Show,ST326E,,es,
/st326e,/mujer/cuidado_del_cabello/planchas_de_pelo/slim_28_protect-ST326E.html,Product-Show,ST326E,,es,
/st327e,/mujer/cuidado_del_cabello/planchas_de_pelo/slim_28_mm_intense_protect-ST327E.html,Product-Show,ST327E,,es,
/cabello/planchas-pelo/st330e,/mujer/cuidado_del_cabello/planchas_de_pelo/plancha_2_en_1_intense_protect-ST330E.html,Product-Show,ST330E,,es,
/cabello/planchas-pelo/st387e,/mujer/cuidado_del_cabello/planchas_de_pelo/plancha_i-pro_235_protect-ST387E.html,Product-Show,ST387E,,es,
/st387e,/mujer/cuidado_del_cabello/planchas_de_pelo/plancha_i-pro_235_protect-ST387E.html,Product-Show,ST387E,,es,
/cabello/planchas-pelo/st389e,/mujer/cuidado_del_cabello/planchas_de_pelo/plancha_i-pro_235_xl_intense_protect-ST389E.html,Product-Show,ST389E,,es,
/st389e,/mujer/cuidado_del_cabello/planchas_de_pelo/plancha_i-pro_235_xl_intense_protect-ST389E.html,Product-Show,ST389E,,es,
/plancha-gold-ceramic-s-st4110e,/mujer/cuidado_del_cabello/planchas_de_pelo/plancha_gold_ceramic_s_24mm-ST410E.html,Product-Show,ST410E,,es,
/cabello/planchas-pelo/plancha-gold-ceramic-m-st420e,/mujer/cuidado_del_cabello/planchas_de_pelo/plancha_gold_ceramic_m_25_mm-ST420E.html,Product-Show,ST420E,,es,
/plancha-gold-ceramic-m-st420e,/mujer/cuidado_del_cabello/planchas_de_pelo/plancha_gold_ceramic_m_25_mm-ST420E.html,Product-Show,ST420E,,es,
/cabello/planchas-pelo/plancha-gold-ceramic-l-st430e,/mujer/cuidado_del_cabello/planchas_de_pelo/plancha_gold_ceramic_l_35_mm-ST430E.html,Product-Show,ST430E,,es,
/plancha-gold-ceramic-l-st430e,/mujer/cuidado_del_cabello/planchas_de_pelo/plancha_gold_ceramic_l_35_mm-ST430E.html,Product-Show,ST430E,,es,
/cabello/planchas-pelo/plancha-blush-ceramic-l-st432e,/mujer/cuidado_del_cabello/planchas_de_pelo/plancha_blush_ceramic_l-ST432E.html,Product-Show,ST432E,,es,
/plancha-blush-ceramic-l-st432e,/mujer/cuidado_del_cabello/planchas_de_pelo/plancha_blush_ceramic_l-ST432E.html,Product-Show,ST432E,,es,
/cabello/planchas-pelo/plancha-sensitive-pearl-st460e,/mujer/cuidado_del_cabello/planchas_de_pelo/las_planchas_de_pelo_sensitive-st450e_st460e.html,Product-Show,st450e_st460e,,es,
/plancha-sensitive-pearl-st460e,/mujer/cuidado_del_cabello/planchas_de_pelo/las_planchas_de_pelo_sensitive-st450e_st460e.html,Product-Show,st450e_st460e,,es,
/plancha-sensitive-pink-ST450E-ST460E/ES/index.html,/mujer/cuidado_del_cabello/planchas_de_pelo/las_planchas_de_pelo_sensitive-st450e_st460e.html,Product-Show,st450e_st460e,,es,
/plancha-sensitive-violet-st450e,/mujer/cuidado_del_cabello/planchas_de_pelo/las_planchas_de_pelo_sensitive-st450e_st460e.html,Product-Show,st450e_st460e,,es,
/ST450E-ST460E/ES/index.html,/mujer/cuidado_del_cabello/planchas_de_pelo/las_planchas_de_pelo_sensitive-st450e_st460e.html,Product-Show,st450e_st460e,,es,
/cabello/planchas-pelo/plancha-sensitive-white-gold-st455e,/mujer/cuidado_del_cabello/planchas_de_pelo/plancha_sensitive_white%26gold-ST455E.html,Product-Show,ST455E,,es,
/plancha-sensitive-white-gold-st455e,/mujer/cuidado_del_cabello/planchas_de_pelo/plancha_sensitive_white%26gold-ST455E.html,Product-Show,ST455E,,es,
/st480e/index.html,/mujer/cuidado_del_cabello/planchas_de_pelo/pure_metal_oro_blanco-ST480E.html,Product-Show,ST480E,,es,
/lo-mas-vendido/pure-metal-oro-rosa-st481e,/mujer/cuidado_del_cabello/planchas_de_pelo/pure_metal_oro_rosa-ST481E.html,Product-Show,ST481E,,es,
/cabello/planchas-pelo/plancha-tenacilla-2en-1-st440e,/mujer/cuidado_del_cabello/planchas_de_pelo/plancha_2_en_1_alisa_y_riza_st72pe-ST72PE.html,Product-Show,ST72PE,,es,
/barba/pro-35-negro.html,/hombre/barba/barberos/barbero_pro_35_negro-T800E.html,Product-Show,T800E,,babylissmen,
/barba/pro-35-blanco.html,/hombre/barba/barberos/barbero_pro_35_blanco-T810E.html,Product-Show,T810E,,babylissmen,
/pro-35-negro-con-sin-cable.html,/hombre/barba/barberos/pro_35_negro_con%2Fsin_cable-T820E.html,Product-Show,T820E,,babylissmen,
/barba/pro-35-negro-con-sin-cable.html,/hombre/barba/barberos/pro_35_negro_con%2Fsin_cable-T820E.html,Product-Show,T820E,,babylissmen,
/barba/pro-35-negro-1-a-35mm.html,/hombre/barba/barberos/pro_35_negro_1_a_35mm-T830E.html,Product-Show,T830E,,babylissmen,
/pro-35-negro-1-a-35mm.html,/hombre/barba/barberos/pro_35_negro_1_a_35mm-T830E.html,Product-Show,T830E,,babylissmen,
/multi-31.html,/hombre/cuerpo/multigroom/multi_10_blanco-T839E.html,Product-Show,T839E,,babylissmen,
/multi/multi-31.html,/hombre/cuerpo/multigroom/multi_10_blanco-T839E.html,Product-Show,T839E,,babylissmen,
/cabello/tenacillas-pelo,/mujer/cuidado_del_cabello/tenacillas/,Search-Show,	fer-a-boucler,,es,
/cabello/planchas-pelo,/mujer/cuidado_del_cabello/planchas_de_pelo/,Search-Show,brosse-lissante,,es,
/cabello/planchas-pelo/230-elegance,/mujer/cuidado_del_cabello/planchas_de_pelo/,Search-Show,brosse-lissante,,es,
/cabello/planchas-pelo/plancha-sensitive-black-st452e,/mujer/cuidado_del_cabello/planchas_de_pelo/,Search-Show,brosse-lissante,,es,
/cabello/planchas-pelo/st270e,/mujer/cuidado_del_cabello/planchas_de_pelo/,Search-Show,brosse-lissante,,es,
/plancha-sensitive-black-st452e,/mujer/cuidado_del_cabello/planchas_de_pelo/,Search-Show,brosse-lissante,,es,
/plancha-tenacilla-2en-1-st440e,/mujer/cuidado_del_cabello/planchas_de_pelo/,Search-Show,brosse-lissante,,es,
/pure-metal-mdkt/index.html,/mujer/cuidado_del_cabello/planchas_de_pelo/,Search-Show,brosse-lissante,,es,
/puremetal/index.html,/mujer/cuidado_del_cabello/planchas_de_pelo/,Search-Show,brosse-lissante,,es,
/2736e-607,/mujer/cuidado_del_cabello/cepillos_moldeadores/,Search-Show,brosse-soufflante,,es,
/cabello/moldeador-pelo,/mujer/cuidado_del_cabello/cepillos_moldeadores/,Search-Show,brosse-soufflante,,es,
/cabello/moldeador-pelo/2736e-607,/mujer/cuidado_del_cabello/cepillos_moldeadores/,Search-Show,brosse-soufflante,,es,
/cabello/moldeador-pelo/as530e,/mujer/cuidado_del_cabello/cepillos_moldeadores/,Search-Show,brosse-soufflante,,es,
/cabello/rizadores-curl-secret,/mujer/cuidado_del_cabello/rizadores_curl_secret/,Search-Show,curl-secret,,es,
/cabello/rizadores-curl-secret/c1100e,/mujer/cuidado_del_cabello/rizadores_curl_secret/,Search-Show,curl-secret,,es,
/cabello/rizadores-curl-secret/c1101e,/mujer/cuidado_del_cabello/rizadores_curl_secret/,Search-Show,curl-secret,,es,
/cabello/rizadores-curl-secret/c900e,/mujer/cuidado_del_cabello/rizadores_curl_secret/,Search-Show,curl-secret,,es,
/cabello/rizadores-curl-secret/c901pe,/mujer/cuidado_del_cabello/rizadores_curl_secret/,Search-Show,curl-secret,,es,
/cabello/rizadores-curl-secret/curl-secret-green-lagoon,/mujer/cuidado_del_cabello/rizadores_curl_secret/,Search-Show,curl-secret,,es,
/cabello/rizadores-curl-secret/curl-secret-ionic-con-control-de-direccion-white-pearl,/mujer/cuidado_del_cabello/rizadores_curl_secret/,Search-Show,curl-secret,,es,
/cabello/rizadores-curl-secret/curl-secret-night-blue,/mujer/cuidado_del_cabello/rizadores_curl_secret/,Search-Show,curl-secret,,es,
/curl-secret-night-blue,/mujer/cuidado_del_cabello/rizadores_curl_secret/,Search-Show,curl-secret,,es,
/curl-secret/index.html,/mujer/cuidado_del_cabello/rizadores_curl_secret/,Search-Show,curl-secret,,es,
/productos/el-cuidado-del-cabello/the-curl-secret/2148/,/mujer/cuidado_del_cabello/rizadores_curl_secret/,Search-Show,curl-secret,,es,
/depilacion-luz-pulsada,/mujer/depilación/depilación_con_luz_pulsada/,Search-Show,depilación con luz pulsada,,es,
/depilacion-luz-pulsada/g934e,/mujer/depilaci%C3%B3n/depilaci%C3%B3n_con_luz_pulsada/homelight%C2%AE_compact-HEROG93.html,Search-Show,epilateur-lumiere-pulsee,,es,
/depilacion-luz-pulsada/homelight,/mujer/depilación/depilación_con_luz_pulsada/,Search-Show,epilateur-lumiere-pulsee,,es,
/depilacion-luz-pulsada/homelight-sensor,/mujer/depilación/depilación_con_luz_pulsada/,Search-Show,epilateur-lumiere-pulsee,,es,
/pack-homelight,/mujer/depilación/depilación_con_luz_pulsada/,Search-Show,epilateur-lumiere-pulsee,,es,
/depilacion-luz-pulsada/homelight-compact-golden-edition,/mujer/depilación/depilación_con_luz_pulsada/homelight®_compact-HEROG93.html,Search-Show,epilateur-lumiere-pulsee,,es,
/g934e,/mujer/depilación/,Search-Show,epilation,,es,
/776503,/mujer/,Search-Show,femme,Ici ils veulent rediriger vers la landing Femme (mais je ne pense pas que l'ID soit le bon) et ils se sont planté dans le type je pense (Home n'est pas bon),es,
/as530e,/mujer/,Search-Show,femme,Ici ils veulent rediriger vers la landing Femme (mais je ne pense pas que l'ID soit le bon) et ils se sont planté dans le type je pense (Home n'est pas bon),es,
/as550e,/mujer/,Search-Show,femme,Ici ils veulent rediriger vers la landing Femme (mais je ne pense pas que l'ID soit le bon) et ils se sont planté dans le type je pense (Home n'est pas bon),es,
/belleza,/mujer/,Search-Show,femme,Ici ils veulent rediriger vers la landing Femme (mais je ne pense pas que l'ID soit le bon) et ils se sont planté dans le type je pense (Home n'est pas bon),es,
/cabello,/mujer/,Search-Show,femme,Ici ils veulent rediriger vers la landing Femme (mais je ne pense pas que l'ID soit le bon) et ils se sont planté dans le type je pense (Home n'est pas bon),es,
/cabello/range-sensor-digital,/mujer/,Search-Show,femme,,es,
/channel/UC0_rFCBP2PgLbcrU9joGImQ,/mujer/,Search-Show,femme,Ici ils veulent rediriger vers la landing Femme (mais je ne pense pas que l'ID soit le bon) et ils se sont planté dans le type je pense (Home n'est pas bon),es,
/checkout/cart/,/mujer/,Search-Show,femme,Ici ils veulent rediriger vers la landing Femme (mais je ne pense pas que l'ID soit le bon) et ils se sont planté dans le type je pense (Home n'est pas bon),es,
/conocenos-1,/mujer/,Search-Show,femme,Ici ils veulent rediriger vers la landing Femme (mais je ne pense pas que l'ID soit le bon) et ils se sont planté dans le type je pense (Home n'est pas bon),es,
/conocenos.html,/mujer/,Search-Show,femme,Ici ils veulent rediriger vers la landing Femme (mais je ne pense pas que l'ID soit le bon) et ils se sont planté dans le type je pense (Home n'est pas bon),es,
/david_lloyd/index.html,/mujer/,Search-Show,femme,,es,
/h/7442297.html,/mujer/,Search-Show,femme,,es,
/productos-cabello,/mujer/,Search-Show,femme,,es,
/range/index.html,/mujer/,Search-Show,femme,,es,
/tw1100e,/mujer/,Search-Show,femme,,es,
/user/BBlissParis,/mujer/,Search-Show,femme,,es,
/,/,Search-Show,homme,,babylissmen,
/conocenos,/hombre/,Search-Show,homme,,babylissmen,
/barbero-512.html,/hombre/,Search-Show,homme,,babylissmen,
/ipl.html,/hombre/,Search-Show,homme,,babylissmen,
/ipl/homelightr-100.html,/hombre/,Search-Show,homme,,babylissmen,
/gym.html,/hombre/,Search-Show,homme,,babylissmen,
/sobre-nosotros,/hombre/,Search-Show,homme,,babylissmen,
/gym/pro-silence-2200w.html,/hombre/,Search-Show,homme,,babylissmen,
/ipl/homelightr-connected.html,/hombre/,Search-Show,homme,,babylissmen,
/BasesBaBylissMenBanderaEspaña/index.html,/hombre/,Search-Show,homme,,babylissmen,
/gym/compact-dryer.html,/hombre/,Search-Show,homme,,babylissmen,
/gym/pro-light-2000w-blanco.html,/hombre/,Search-Show,homme,,babylissmen,
/customer/account/create/,/hombre/,Search-Show,homme,,babylissmen,
/customer/account/login/,/hombre/,Search-Show,homme,,babylissmen,
/gym/retra-cord-2000.html,/hombre/,Search-Show,homme,,babylissmen,
/multi.html,/hombre/cuerpo/multigroom/,Search-Show,kits-multi-usages-corps,,babylissmen,
/multi-33.html,/hombre/cuerpo/multigroom/,Search-Show,kits-multi-usages-corps,,babylissmen,
/multi/multi-trimmer-body-groom-sport-edition.html,/hombre/cuerpo/multigroom/,Search-Show,kits-multi-usages-corps,,babylissmen,
/multi-6.html,/hombre/cuerpo/multigroom/,Search-Show,kits-multi-usages-corps,,babylissmen,
/multi/multi-29.html,/hombre/cuerpo/multigroom/,Search-Show,kits-multi-usages-corps,,babylissmen,
/multi/multi-30.html,/hombre/cuerpo/multigroom/,Search-Show,kits-multi-usages-corps,,babylissmen,
/multi-29.html,/hombre/cuerpo/multigroom/,Search-Show,kits-multi-usages-corps,,babylissmen,
/multi-trimmer-body-groom-sport-edition.html,/hombre/cuerpo/multigroom/,Search-Show,kits-multi-usages-corps,,babylissmen,
/set-de-manicura-y-pedicura,/mujer/belleza/manicura_y_pedicura/,Search-Show,manucure-et-pedicure,,es,
/cabello/mini,/mujer/cuidado_del_cabello/formatos_mini/,Search-Show,mini,,es,
/cabello/rulos-termicos,/mujer/cuidado_del_cabello/multistylers_y_rulos/,Search-Show,multi-styler,,es,
/cabello/secadores-expert,/mujer/cuidado_del_cabello/secadores/,Search-Show,seche-cheveux,,es,
/cabello/secadores-profesional,/mujer/cuidado_del_cabello/secadores/,Search-Show,seche-cheveux,,es,
/cabello/secadores-profesional/le-pro,/mujer/cuidado_del_cabello/secadores/,Search-Show,seche-cheveux,,es,
/le-pro,/mujer/cuidado_del_cabello/secadores/,Search-Show,seche-cheveux,,es,
/barba.html,/hombre/barba/barberos/,Search-Show,tondeuse-barbe,,babylissmen,
/barba/barbero-512.html,/hombre/barba/barberos/,Search-Show,tondeuse-barbe,,babylissmen,
